index,Rama,ICE,Ocupados_M,Ciudad,Año
6,Industrias manufactureras,68.20167507876273,0.0037838508920413332,Tunja,2022
1,Comercio y reparación de vehículos,65.98561023630147,0.01240011164448225,Tunja,2022
3,Transporte y almacenamiento,65.95239858651169,0.0044300354344,Tunja,2022
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",58.49398296250704,0.0044367067940349995,Tunja,2022
12,Alojamiento y servicios de comida,56.032298038424834,0.0037404554276404167,Tunja,2022
10,"Agricultura, ganadería, caza, silvicultura y pesca",54.91923062518882,0.00091719673139125,Tunja,2022
1,"Administración pública y defensa, educación y atención de la salud humana",89.66791419621697,0.027191822717784003,Valledupar,2022
5,Información y comunicaciones,81.16141782837552,0.002536029508123333,Valledupar,2022
12,Actividades financieras y de seguros,77.99418364106118,0.0026053124648749166,Valledupar,2022
11,Actividades inmobiliarias,73.3107835355292,0.0008905353294434166,Valledupar,2022
8,"Suministro de electricidad, gas, agua y gestión de desechos^",64.50040883775254,0.005210303637605167,Valledupar,2022
9,"Actividades profesionales, científicas, técnicas y de servicios administrativos",62.09583754371181,0.012672174621978581,Valledupar,2022
3,Industrias manufactureras,60.68219917303443,0.010354174924014085,Valledupar,2022
2,Comercio y reparación de vehículos,58.07997098638638,0.03901387131182308,Valledupar,2022
10,"Agricultura, ganadería, caza, silvicultura y pesca",56.72479390251355,0.0017368758016151667,Valledupar,2022
6,Construcción,55.96943390638648,0.013662276714878333,Valledupar,2022
